species	imgt_gene_id	functionality	gene_definition	allele_count	chromosome	chromosomal_localization	ligm_db_accessions	ncbi_gene_id
Bos taurus	TRBV18-2	P	Bos taurus T cell receptor beta variable 18-2	1	4		IMGT000084	-
Bos taurus	TRBV18-3	P	Bos taurus T cell receptor beta variable 18-3	1	4		IMGT000084	-
Bos taurus	TRBV18-4	P	Bos taurus T cell receptor beta variable 18-4	1	4		IMGT000084	-
Bos taurus	TRBV19-1	F	Bos taurus T cell receptor beta variable 19-1	1	4		IMGT000084	-
Bos taurus	TRBV19-2	P	Bos taurus T cell receptor beta variable 19-2	1	4		IMGT000084	-
Bos taurus	TRBV19-3	P	Bos taurus T cell receptor beta variable 19-3	1	4		IMGT000084	-
Bos taurus	TRBV19-4	P	Bos taurus T cell receptor beta variable 19-4	1	4		IMGT000084	-
Bos taurus	TRBV19-5	P	Bos taurus T cell receptor beta variable 19-5	1	4		IMGT000084	-
Bos taurus	TRBV19-6	ORF	Bos taurus T cell receptor beta variable 19-6	1	4		IMGT000084	-
Bos taurus	TRBV2	P	Bos taurus T cell receptor beta variable 2	1	4		IMGT000084	-
Bos taurus	TRBV20-1	F	Bos taurus T cell receptor beta variable 20-1	1	4		IMGT000084	-
Bos taurus	TRBV20-2	F	Bos taurus T cell receptor beta variable 20-2	1	4		IMGT000084	-
Bos taurus	TRBV20-3	F	Bos taurus T cell receptor beta variable 20-3	1	4		IMGT000084	-
Bos taurus	TRBV20-4	F	Bos taurus T cell receptor beta variable 20-4	1	4		IMGT000084	-
Bos taurus	TRBV20-5	F	Bos taurus T cell receptor beta variable 20-5	1	4		IMGT000084	-
Bos taurus	TRBV20-6	F	Bos taurus T cell receptor beta variable 20-6	1	4		IMGT000084	-
Bos taurus	TRBV21-1	P	Bos taurus T cell receptor beta variable 21-1	1	4		IMGT000084	-
Bos taurus	TRBV21-10	P	Bos taurus T cell receptor beta variable 21-10	1	4		IMGT000084	-
Bos taurus	TRBV21-11	ORF	Bos taurus T cell receptor beta variable 21-11	1	4		IMGT000084	-
Bos taurus	TRBV21-12	F	Bos taurus T cell receptor beta variable 21-12	1	4		IMGT000084	-
Bos taurus	TRBV21-13	P	Bos taurus T cell receptor beta variable 21-13	1	4		IMGT000084	-
Bos taurus	TRBV21-14	P	Bos taurus T cell receptor beta variable 21-14	1	4		IMGT000084	-
Bos taurus	TRBV21-15	F	Bos taurus T cell receptor beta variable 21-15	1	4		IMGT000084	-
Bos taurus	TRBV21-16	F	Bos taurus T cell receptor beta variable 21-16	1	4		IMGT000084	-
Bos taurus	TRBV21-17	F	Bos taurus T cell receptor beta variable 21-17	1	4		IMGT000084	-
Bos taurus	TRBV21-18	F	Bos taurus T cell receptor beta variable 21-18	1	4		IMGT000084	-
Bos taurus	TRBV21-19	F	Bos taurus T cell receptor beta variable 21-19	1	4		IMGT000084	-
Bos taurus	TRBV21-2	F	Bos taurus T cell receptor beta variable 21-2	1	4		IMGT000084	-
Bos taurus	TRBV21-20	P	Bos taurus T cell receptor beta variable 21-20	1	4		IMGT000084	-
Bos taurus	TRBV21-21	P	Bos taurus T cell receptor beta variable 21-21	1	4		IMGT000084	-
Bos taurus	TRBV21-22	F	Bos taurus T cell receptor beta variable 21-22	1	4		IMGT000084	-
Bos taurus	TRBV21-23	F	Bos taurus T cell receptor beta variable 21-23	1	4		IMGT000084	-
Bos taurus	TRBV21-3	P	Bos taurus T cell receptor beta variable 21-3	1	4		IMGT000084	-
Bos taurus	TRBV21-4	P	Bos taurus T cell receptor beta variable 21-4	1	4		IMGT000084	-
Bos taurus	TRBV21-5	F	Bos taurus T cell receptor beta variable 21-5	1	4		IMGT000084	-
Bos taurus	TRBV21-6	F	Bos taurus T cell receptor beta variable 21-6	1	4		IMGT000084	-
Bos taurus	TRBV21-7	P	Bos taurus T cell receptor beta variable 21-7	1	4		IMGT000084	-
Bos taurus	TRBV21-8	P	Bos taurus T cell receptor beta variable 21-8	1	4		IMGT000084	-
Bos taurus	TRBV21-9	P	Bos taurus T cell receptor beta variable 21-9	1	4		IMGT000084	-
Bos taurus	TRBV22	F	Bos taurus T cell receptor beta variable 22	1	4		IMGT000084	-
Bos taurus	TRBV23	P	Bos taurus T cell receptor beta variable 23	1	4		IMGT000084	-
Bos taurus	TRBV24	P	Bos taurus T cell receptor beta variable 24	1	4		IMGT000084	-
Bos taurus	TRBV25	F	Bos taurus T cell receptor beta variable 25	1	4		IMGT000084	-
Bos taurus	TRBV26	F	Bos taurus T cell receptor beta variable 26	1	4		IMGT000084	-
Bos taurus	TRBV27	F	Bos taurus T cell receptor beta variable 27	1	4		IMGT000084	-
Bos taurus	TRBV28	F	Bos taurus T cell receptor beta variable 28	1	4		IMGT000084	-
Bos taurus	TRBV29-1	P	Bos taurus T cell receptor beta variable 29-1	1	4		IMGT000084	-
Bos taurus	TRBV29-2	F	Bos taurus T cell receptor beta variable 29-2	1	4		IMGT000084	-
Bos taurus	TRBV29-3	F	Bos taurus T cell receptor beta variable 29-3	1	4		IMGT000084	-
Bos taurus	TRBV29-4	F	Bos taurus T cell receptor beta variable 29-4	1	4		IMGT000084	-
Bos taurus	TRBV29-5	F	Bos taurus T cell receptor beta variable 29-5	1	4		IMGT000084	-
Bos taurus	TRBV3	F	Bos taurus T cell receptor beta variable 3	1	4		IMGT000084	-
Bos taurus	TRBV30	F	Bos taurus T cell receptor beta variable 30	2	4		IMGT000084	-
Bos taurus	TRBV4	F	Bos taurus T cell receptor beta variable 4	1	4		IMGT000084	-
Bos taurus	TRBV5-1	P	Bos taurus T cell receptor beta variable 5-1	1	4		IMGT000084	-
Bos taurus	TRBV5-10	P	Bos taurus T cell receptor beta variable 5-10	1	4		IMGT000084	-
Bos taurus	TRBV5-11	F	Bos taurus T cell receptor beta variable 5-11	1	4		IMGT000084	-
Bos taurus	TRBV5-11D	F	Bos taurus T cell receptor beta variable 5-11D	1	4		IMGT000084	-
Bos taurus	TRBV5-12	F	Bos taurus T cell receptor beta variable 5-12	1	4		IMGT000084	-
Bos taurus	TRBV5-13	P	Bos taurus T cell receptor beta variable 5-13	1	4		IMGT000084	-
Bos taurus	TRBV5-13D	P	Bos taurus T cell receptor beta variable 5-13D	1	4		IMGT000084	-
Bos taurus	TRBV5-14	P	Bos taurus T cell receptor beta variable 5-14	1	4		IMGT000084	-
Bos taurus	TRBV5-15	F	Bos taurus T cell receptor beta variable 5-15	1	4		IMGT000084	-
Bos taurus	TRBV5-16	P	Bos taurus T cell receptor beta variable 5-16	1	4		IMGT000084	-
Bos taurus	TRBV5-17	F	Bos taurus T cell receptor beta variable 5-17	1	4		IMGT000084	-
Bos taurus	TRBV5-18	P	Bos taurus T cell receptor beta variable 5-18	1	4		IMGT000084	-
Bos taurus	TRBV5-19	P	Bos taurus T cell receptor beta variable 5-19	1	4		IMGT000084	-
Bos taurus	TRBV5-2	F	Bos taurus T cell receptor beta variable 5-2	1	4		IMGT000084	-
Bos taurus	TRBV5-20	F	Bos taurus T cell receptor beta variable 5-20	1	4		IMGT000084	-
Bos taurus	TRBV5-21	F	Bos taurus T cell receptor beta variable 5-21	1	4		IMGT000084	-
Bos taurus	TRBV5-22	F	Bos taurus T cell receptor beta variable 5-22	1	4		IMGT000084	-
Bos taurus	TRBV5-3	F	Bos taurus T cell receptor beta variable 5-3	1	4		IMGT000084	-
Bos taurus	TRBV5-4	P	Bos taurus T cell receptor beta variable 5-4	1	4		IMGT000084	-
Bos taurus	TRBV5-5	P	Bos taurus T cell receptor beta variable 5-5	1	4		IMGT000084	-
Bos taurus	TRBV5-5D	P	Bos taurus T cell receptor beta variable 5-5D	1	4		IMGT000084	-
Bos taurus	TRBV5-6	F	Bos taurus T cell receptor beta variable 5-6	1	4		IMGT000084	-
Bos taurus	TRBV5-7	F	Bos taurus T cell receptor beta variable 5-7	1	4		IMGT000084	-
Bos taurus	TRBV5-8	P	Bos taurus T cell receptor beta variable 5-8	1	4		IMGT000084	-
Bos taurus	TRBV5-9	P	Bos taurus T cell receptor beta variable 5-9	1	4		IMGT000084	-
Bos taurus	TRBV6-1	ORF	Bos taurus T cell receptor beta variable 6-1	1	4		IMGT000084	-
Bos taurus	TRBV6-10	P	Bos taurus T cell receptor beta variable 6-10	1	4		IMGT000084	-
Bos taurus	TRBV6-11	F	Bos taurus T cell receptor beta variable 6-11	1	4		IMGT000084	-
Bos taurus	TRBV6-12	ORF	Bos taurus T cell receptor beta variable 6-12	1	4		IMGT000084	-
Bos taurus	TRBV6-13	F	Bos taurus T cell receptor beta variable 6-13	1	4		IMGT000084	-
Bos taurus	TRBV6-14	ORF	Bos taurus T cell receptor beta variable 6-14	1	4		IMGT000084	-
Bos taurus	TRBV6-15	F	Bos taurus T cell receptor beta variable 6-15	1	4		IMGT000084	-
Bos taurus	TRBV6-15D	F	Bos taurus T cell receptor beta variable 6-15D	1	4		IMGT000084	-
Bos taurus	TRBV6-16	P	Bos taurus T cell receptor beta variable 6-16	1	4		IMGT000084	-
Bos taurus	TRBV6-17	ORF	Bos taurus T cell receptor beta variable 6-17	1	4		IMGT000084	-
Bos taurus	TRBV6-18	ORF	Bos taurus T cell receptor beta variable 6-18	1	4		IMGT000084	-
Bos taurus	TRBV6-19	F	Bos taurus T cell receptor beta variable 6-19	1	4		IMGT000084	-
Bos taurus	TRBV6-2	F	Bos taurus T cell receptor beta variable 6-2	1	4		IMGT000084	-
Bos taurus	TRBV6-20	F	Bos taurus T cell receptor beta variable 6-20	1	4		IMGT000084	-
Bos taurus	TRBV6-21	F	Bos taurus T cell receptor beta variable 6-21	1	4		IMGT000084	-
Bos taurus	TRBV6-22	ORF	Bos taurus T cell receptor beta variable 6-22	1	4		IMGT000084	-
Bos taurus	TRBV6-23	P	Bos taurus T cell receptor beta variable 6-23	1	4		IMGT000084	-
Bos taurus	TRBV6-24	F	Bos taurus T cell receptor beta variable 6-24	1	4		IMGT000084	-
Bos taurus	TRBV6-25	ORF	Bos taurus T cell receptor beta variable 6-25	1	4		IMGT000084	-
Bos taurus	TRBV6-26	F	Bos taurus T cell receptor beta variable 6-26	1	4		IMGT000084	-
Bos taurus	TRBV6-27	F	Bos taurus T cell receptor beta variable 6-27	1	4		IMGT000084	-
Bos taurus	TRBV6-28	F	Bos taurus T cell receptor beta variable 6-28	1	4		IMGT000084	-
Bos taurus	TRBV6-3	P	Bos taurus T cell receptor beta variable 6-3	1	4		IMGT000084	-
Bos taurus	TRBV6-4	P	Bos taurus T cell receptor beta variable 6-4	1	4		IMGT000084	-
Bos taurus	TRBV6-5	P	Bos taurus T cell receptor beta variable 6-5	1	4		IMGT000084	-
Bos taurus	TRBV6-6	P	Bos taurus T cell receptor beta variable 6-6	1	4		IMGT000084	-
Bos taurus	TRBV6-7	P	Bos taurus T cell receptor beta variable 6-7	1	4		IMGT000084	-
Bos taurus	TRBV6-8	P	Bos taurus T cell receptor beta variable 6-8	1	4		IMGT000084	-
Bos taurus	TRBV6-9	F	Bos taurus T cell receptor beta variable 6-9	1	4		IMGT000084	-
Bos taurus	TRBV7-1	F	Bos taurus T cell receptor beta variable 7-1	1	4		IMGT000084	-
Bos taurus	TRBV7-2	F	Bos taurus T cell receptor beta variable 7-2	1	4		IMGT000084	-
Bos taurus	TRBV8	P	Bos taurus T cell receptor beta variable 8	1	4		IMGT000084	-
Bos taurus	TRBVA	P	Bos taurus T cell receptor beta variable A	1	4		IMGT000084	-
Bos taurus	TRBVB	P	Bos taurus T cell receptor beta variable B	1	4		IMGT000084	-
Bos taurus	TRDC	F	Bos taurus T cell receptor delta constant	1	10		BK064707	-
Bos taurus	TRDD1	ORF	Bos taurus T cell receptor delta diversity 1	1	10		BK064707	-
Bos taurus	TRDD2	F	Bos taurus T cell receptor delta diversity 2	1	10		BK064707	-
Bos taurus	TRDD3	ORF	Bos taurus T cell receptor delta diversity 3	1	10		BK064707	-
Bos taurus	TRDD4	F	Bos taurus T cell receptor delta diversity 4	1	10		BK064707	-
Bos taurus	TRDD5	ORF	Bos taurus T cell receptor delta diversity 5	1	10		BK064707	-
Bos taurus	TRDD6	F	Bos taurus T cell receptor delta diversity 6	1	10		BK064707	-
Bos taurus	TRDD7	F	Bos taurus T cell receptor delta diversity 7	1	10		BK064707	-
Bos taurus	TRDD8	F	Bos taurus T cell receptor delta diversity 8	1	10		BK064707	-
Bos taurus	TRDD9	F	Bos taurus T cell receptor delta diversity 9	1	10		BK064707	-
Bos taurus	TRDJ1	F	Bos taurus T cell receptor delta joining 1	1	10		BK064707	-
Bos taurus	TRDJ2	ORF	Bos taurus T cell receptor delta joining 2	1	10		BK064707	-
Bos taurus	TRDJ3	F	Bos taurus T cell receptor delta joining 3	1	10		BK064707	-
Bos taurus	TRDJ4	F	Bos taurus T cell receptor delta joining 4	1	10		BK064707	-
Bos taurus	TRDV1-1	F	Bos taurus T cell receptor delta variable 1-1	2	10		BK064707	-
Bos taurus	TRDV1-10	F	Bos taurus T cell receptor delta variable 1-10	1	10		BK064707	-
Bos taurus	TRDV1-10D	F	Bos taurus T cell receptor delta variable 1-10D	1	10		BK064707	-
Bos taurus	TRDV1-11	F	Bos taurus T cell receptor delta variable 1-11	2	10		BK064707	-
Bos taurus	TRDV1-12	F	Bos taurus T cell receptor delta variable 1-12	1	10		BK064707	-
Bos taurus	TRDV1-13	F	Bos taurus T cell receptor delta variable 1-13	2	10		BK064707	-
Bos taurus	TRDV1-14	F	Bos taurus T cell receptor delta variable 1-14	1	10		BK064707	-
Bos taurus	TRDV1-15	F	Bos taurus T cell receptor delta variable 1-15	3	10		BK064707	-
Bos taurus	TRDV1-16	F	Bos taurus T cell receptor delta variable 1-16	1	10		BK064707	-
Bos taurus	TRDV1-17	ORF	Bos taurus T cell receptor delta variable 1-17	2	10		BK064707	-
Bos taurus	TRDV1-18	F	Bos taurus T cell receptor delta variable 1-18	1	10		BK064707	-
Bos taurus	TRDV1-19	F	Bos taurus T cell receptor delta variable 1-19	1	10		BK064707	-
Bos taurus	TRDV1-2	F	Bos taurus T cell receptor delta variable 1-2	1	10		BK064707	-
Bos taurus	TRDV1-20	P	Bos taurus T cell receptor delta variable 1-20	1	10		BK064707	-
Bos taurus	TRDV1-21	F	Bos taurus T cell receptor delta variable 1-21	1	10		BK064707	-
Bos taurus	TRDV1-22	ORF	Bos taurus T cell receptor delta variable 1-22	1	10		BK064707	-
Bos taurus	TRDV1-23	P	Bos taurus T cell receptor delta variable 1-23	1	10		BK064707	-
Bos taurus	TRDV1-24	F	Bos taurus T cell receptor delta variable 1-24	1	10		BK064707	-
Bos taurus	TRDV1-25	F	Bos taurus T cell receptor delta variable 1-25	1	10		BK064707	-
Bos taurus	TRDV1-26	P	Bos taurus T cell receptor delta variable 1-26	1	10		BK064707	-
Bos taurus	TRDV1-27	F	Bos taurus T cell receptor delta variable 1-27	2	10		BK064707	-
Bos taurus	TRDV1-28	P	Bos taurus T cell receptor delta variable 1-28	1	10		BK064707	-
Bos taurus	TRDV1-29	F	Bos taurus T cell receptor delta variable 1-29	3	10		BK064707	-
Bos taurus	TRDV1-3	F	Bos taurus T cell receptor delta variable 1-3	1	10		BK064707	-
Bos taurus	TRDV1-30	F	Bos taurus T cell receptor delta variable 1-30	1	10		BK064707	-
Bos taurus	TRDV1-31	F	Bos taurus T cell receptor delta variable 1-31	1	10		BK064707	-
Bos taurus	TRDV1-32	F	Bos taurus T cell receptor delta variable 1-32	1	10		BK064707	-
Bos taurus	TRDV1-33	F	Bos taurus T cell receptor delta variable 1-33	5	10		BK064707	-
Bos taurus	TRDV1-4	F	Bos taurus T cell receptor delta variable 1-4	1	10		BK064707	-
Bos taurus	TRDV1-5	F	Bos taurus T cell receptor delta variable 1-5	1	10		BK064707	-
Bos taurus	TRDV1-6	P	Bos taurus T cell receptor delta variable 1-6	1	10		BK064707	-
Bos taurus	TRDV1-7	F	Bos taurus T cell receptor delta variable 1-7	1	10		BK064707	-
Bos taurus	TRDV1-8	F	Bos taurus T cell receptor delta variable 1-8	2	10		BK064707	-
Bos taurus	TRDV1-9	F	Bos taurus T cell receptor delta variable 1-9	1	10		BK064707	-
Bos taurus	TRDV1S1	F	Bos taurus T cell receptor delta variable 1S1	1	10		Btau3.1_Chr10.28	-
Bos taurus	TRDV1S2	ORF	Bos taurus T cell receptor delta variable 1S2	1	10		Btau3.1_Chr10.28	-
Bos taurus	TRDV1S22	ORF	Bos taurus T cell receptor delta variable 1S22	1	10		Btau3.1_ChrUn.139	-
Bos taurus	TRDV1S29	F	Bos taurus T cell receptor delta variable 1S29	2	10		Btau3.1_ChrUn.129	-
Bos taurus	TRDV1S31	F	Bos taurus T cell receptor delta variable 1S31	1	10		Btau3.1_ChrUn.129	-
Bos taurus	TRDV1S37	F	Bos taurus T cell receptor delta variable 1S37	1	10		Btau3.1_ChrUn.298	-
Bos taurus	TRDV1S38	F	Bos taurus T cell receptor delta variable 1S38	1	10		Btau3.1_ChrUn.298	-
Bos taurus	TRDV1S4	F	Bos taurus T cell receptor delta variable 1S4	1	10		Btau3.1_Chr10.28	-
Bos taurus	TRDV1S40	F	Bos taurus T cell receptor delta variable 1S40	1	10		Btau3.1_ChrUn.857	-
Bos taurus	TRDV1S45	F	Bos taurus T cell receptor delta variable 1S45	1	10		Btau3.1_ChrUn.1758	-
Bos taurus	TRDV1S47	F	Bos taurus T cell receptor delta variable 1S47	1	10		Btau3.1_ChrUn.2188	-
Bos taurus	TRDV1S49	F	Bos taurus T cell receptor delta variable 1S49	1	10		Btau3.1_ChrUn.3566	-
Bos taurus	TRDV1S5	F	Bos taurus T cell receptor delta variable 1S5	1	10		Btau3.1_Chr10.28	-
Bos taurus	TRDV1S53	(F)	Bos taurus T cell receptor delta variable 1S53	1	10		EF175171	-
Bos taurus	TRDV1S54	(F)	Bos taurus T cell receptor delta variable 1S54	1	10		EF175172	-
Bos taurus	TRDV1S56	(F)	Bos taurus T cell receptor delta variable 1S56	1	10		D16113	-
Bos taurus	TRDV2	F	Bos taurus T cell receptor delta variable 2	1	10		BK064707	-
Bos taurus	TRDV3	F	Bos taurus T cell receptor delta variable 3	1	10		BK064707	-
Bos taurus	TRDV4	ORF	Bos taurus T cell receptor delta variable 4	1	10		BK064707	-
Bos taurus	TRDV5-1	F	Bos taurus T cell receptor delta variable 5-1	3	10		BK064707	-
Bos taurus	TRDV5-2	F	Bos taurus T cell receptor delta variable 5-2	1	10		BK064707	-
Bos taurus	TRGC1	F	Bos taurus T cell receptor gamma constant 1	4	4	4q1.5-2.2	D90409	-
Bos taurus	TRGC2	F	Bos taurus T cell receptor gamma constant 2	5	4	4q1.5-2.2	D90411	-
Bos taurus	TRGC3	F	Bos taurus T cell receptor gamma constant 3	2	4	4q3.1	D90414	-
Bos taurus	TRGC4	F	Bos taurus T cell receptor gamma constant 4	2	4	4q3.1	X63680	-
Bos taurus	TRGC5	(F)  F	Bos taurus T cell receptor gamma constant 5	3	4	4q3.1	AY735449	-
Bos taurus	TRGC6	F	Bos taurus T cell receptor gamma constant 6	2	4	4q1.5-2.2	AY644518	-
Bos taurus	TRGC7	P	Bos taurus T cell receptor gamma constant 7	1	4	4q3.1	AY644517	-
Bos taurus	TRGJ1-1	F	Bos taurus T cell receptor gamma joining 1-1	1	4	4q1.5-2.2	AY644518	-
Bos taurus	TRGJ1-2	(F)  F	Bos taurus T cell receptor gamma joining 1-2	3	4	4q1.5-2.2	AY644518	-
Bos taurus	TRGJ2-1	(F)  F	Bos taurus T cell receptor gamma joining 2-1	3	4	4q1.5-2.2	AC172685	-
Bos taurus	TRGJ2-2	(F)  F	Bos taurus T cell receptor gamma joining 2-2	3	4	4q3.1	AY644518	-
Bos taurus	TRGJ3-1	(F)  F	Bos taurus T cell receptor gamma joining 3-1	2	4	4q3.1	AY644517	-
Bos taurus	TRGJ4-1	F	Bos taurus T cell receptor gamma joining 4-1	1	4	4q3.1	AY644517	-
Bos taurus	TRGJ4-2	F	Bos taurus T cell receptor gamma joining 4-2	1	4	4q3.1	AY644517	-
Bos taurus	TRGJ5-1	F	Bos taurus T cell receptor gamma joining 5-1	1	4	4q3.1	NW_937068	-
Bos taurus	TRGJ6-1	F	Bos taurus T cell receptor gamma joining 6-1	1	4	4q1.5-2.2	AC172685	-
Bos taurus	TRGV1-1	(F)  F	Bos taurus T cell receptor gamma variable 1-1	3	4	4q3.1	AY644517	-
Bos taurus	TRGV10-1	F	Bos taurus T cell receptor gamma variable 10-1	1	4	4q3.1	NW_937068	-
Bos taurus	TRGV2-1	F	Bos taurus T cell receptor gamma variable 2-1	1	4	4q3.1	AY644517	-
Bos taurus	TRGV3-1	(F)  F	Bos taurus T cell receptor gamma variable 3-1	2	4	4q3.1	NW_937068	-
Bos taurus	TRGV3-2	(F)  F	Bos taurus T cell receptor gamma variable 3-2	2	4	4q3.1	NW_937068	-
Bos taurus	TRGV4-1	(F)	Bos taurus T cell receptor gamma variable 4-1	1	4	4q3.1	DQ179592	-
Bos taurus	TRGV5-1	(F)  F	Bos taurus T cell receptor gamma variable 5-1	5	4	4q1.5-2.2	AY644518	-
Bos taurus	TRGV5-2	(F)	Bos taurus T cell receptor gamma variable 5-2	10	4	4q1.5-2.2	AY644518	-
Bos taurus	TRGV6-1	(F)  F	Bos taurus T cell receptor gamma variable 6-1	2	4	4q1.5-2.2	AY644518	-
Bos taurus	TRGV6-2	F	Bos taurus T cell receptor gamma variable 6-2	1	4	4q1.5-2.2	AC172685	-
Bos taurus	TRGV7-1	(F)  F	Bos taurus T cell receptor gamma variable 7-1	2	4	4q3.1	NW_937068	-
Bos taurus	TRGV8-1	F	Bos taurus T cell receptor gamma variable 8-1	1	4	4q3.1	AY644517	-
Bos taurus	TRGV8-2	(F)  F	Bos taurus T cell receptor gamma variable 8-2	2	4	4q3.1	AY644517	-
Bos taurus	TRGV8-3	(F)  F	Bos taurus T cell receptor gamma variable 8-3	2	4	4q3.1	AY644517	-
Bos taurus	TRGV8-4	F	Bos taurus T cell receptor gamma variable 8-4	1	4	4q3.1	AY644517	-
Bos taurus	TRGV9-1	F	Bos taurus T cell receptor gamma variable 9-1	1	4	4q3.1	AY644517	-
Bos taurus	TRGV9-2	F	Bos taurus T cell receptor gamma variable 9-2	1	4	4q3.1	AY644517	-
Camelus dromedarius	TRAV33S1	F	Camelus dromedarius T cell receptor alpha variable 33S1	1			FN298228	-
Camelus dromedarius	TRAV33S2	F	Camelus dromedarius T cell receptor alpha variable 33S2	1			FN298229	-
Camelus dromedarius	TRAV33S3	F	Camelus dromedarius T cell receptor alpha variable 33S3	1			FN298230	-
Camelus dromedarius	TRBC1	F	Camelus dromedarius T cell receptor beta constant 1	1			NW_011591151	-
Camelus dromedarius	TRBC2	P	Camelus dromedarius T cell receptor beta constant 2	1			NW_011593440	-
Camelus dromedarius	TRBC3	F	Camelus dromedarius T cell receptor beta constant 3	1			NW_011591151	-
Camelus dromedarius	TRBD1	F	Camelus dromedarius T cell receptor beta diversity 1	1			NW_011591151	-
Camelus dromedarius	TRBJ1-1	F	Camelus dromedarius T cell receptor beta joining 1-1	1			NW_011591151	-
Camelus dromedarius	TRBJ1-2	F	Camelus dromedarius T cell receptor beta joining 1-2	1			NW_011591151	-
Camelus dromedarius	TRBJ1-3	F	Camelus dromedarius T cell receptor beta joining 1-3	1			NW_011591151	-
Camelus dromedarius	TRBJ1-4	F	Camelus dromedarius T cell receptor beta joining 1-4	1			NW_011591151	-
Camelus dromedarius	TRBJ1-5	F	Camelus dromedarius T cell receptor beta joining 1-5	1			NW_011591151	-
Camelus dromedarius	TRBJ1-6	F	Camelus dromedarius T cell receptor beta joining 1-6	1			NW_011591151	-
Camelus dromedarius	TRBJ2-2	F	Camelus dromedarius T cell receptor beta joining 2-2	1			NW_011616084	-
Camelus dromedarius	TRBJ2-3	F	Camelus dromedarius T cell receptor beta joining 2-3	1			NW_011616084	-
Camelus dromedarius	TRBJ2-6	ORF	Camelus dromedarius T cell receptor beta joining 2-6	1			NW_011607149	-
Camelus dromedarius	TRBJ3-1	F	Camelus dromedarius T cell receptor beta joining 3-1	1			NW_011601111	-
Camelus dromedarius	TRBJ3-2	F	Camelus dromedarius T cell receptor beta joining 3-2	1			NW_011601111	-
Camelus dromedarius	TRBJ3-3	F	Camelus dromedarius T cell receptor beta joining 3-3	1			NW_011601111	-
Camelus dromedarius	TRBJ3-4	F	Camelus dromedarius T cell receptor beta joining 3-4	1			NW_011601111	-
Camelus dromedarius	TRBV1	F	Camelus dromedarius T cell receptor beta variable 1	1			NW_011591622	-
Camelus dromedarius	TRBV10	F	Camelus dromedarius T cell receptor beta variable 10	1			NW_011591622	-
Camelus dromedarius	TRBV11	F	Camelus dromedarius T cell receptor beta variable 11	1			NW_011591622	-
Camelus dromedarius	TRBV15S1	F	Camelus dromedarius T cell receptor beta variable 15S1	1			NW_011591622	-
Camelus dromedarius	TRBV15S2	F	Camelus dromedarius T cell receptor beta variable 15S2	1			NW_011591622	-
Camelus dromedarius	TRBV16	F	Camelus dromedarius T cell receptor beta variable 16	1			NW_011591622	-
Camelus dromedarius	TRBV19	F	Camelus dromedarius T cell receptor beta variable 19	1			NW_011591622	-
